x,y,Analytical solution,Numerical solution
-0.97,0.9,0.011229,0.0111553
-0.97,0.91,0.0101593,0.0100929
-0.97,0.92,0.00907776,0.00901871
-0.97,0.93,0.00798441,0.00793271
-0.97,0.94,0.00687924,0.00683491
-0.97,0.95,0.00576225,0.0057253
-0.97,0.96,0.00463344,0.00460387
-0.97,0.97,0.00349281,0.00347063
-0.97,0.98,0.00234036,0.00232557
-0.97,0.99,0.00117609,0.0011687
-0.96,-0.99,0.00156016,0.00155006
-0.96,-0.98,0.00310464,0.00308445
-0.96,-0.97,0.00463344,0.00460316
-0.96,-0.96,0.00614656,0.00610621
-0.96,-0.95,0.007644,0.00759358
-0.96,-0.94,0.00912576,0.00906529
-0.96,-0.93,0.0105918,0.0105213
-0.96,-0.92,0.0120422,0.0119617
-0.96,-0.91,0.013477,0.0133865
-0.96,-0.9,0.014896,0.0147955
-0.96,-0.89,0.0162994,0.016189
-0.96,-0.88,0.017687,0.0175667
-0.96,-0.87,0.019059,0.0189289
-0.96,-0.86,0.0204154,0.0202753
-0.96,-0.85,0.021756,0.0216062
-0.96,-0.84,0.023081,0.0229214
-0.96,-0.83,0.0243902,0.0242209
-0.96,-0.82,0.0256838,0.0255048
-0.96,-0.81,0.0269618,0.0267731
-0.96,-0.8,0.028224,0.0280258
-0.96,-0.79,0.0294706,0.0292628
-0.96,-0.78,0.0307014,0.0304842
-0.96,-0.77,0.0319166,0.03169
-0.96,-0.76,0.0331162,0.0328802
-0.96,-0.75,0.0343,0.0340547
-0.96,-0.74,0.0354682,0.0352136
-0.96,-0.73,0.0366206,0.0363569
-0.96,-0.72,0.0377574,0.0374846
-0.96,-0.71,0.0388786,0.0385967
-0.96,-0.7,0.039984,0.0396932
-0.96,-0.69,0.0410738,0.040774
-0.96,-0.68,0.0421478,0.0418393
-0.96,-0.67,0.0432062,0.042889
-0.96,-0.66,0.044249,0.043923
-0.96,-0.65,0.045276,0.0449415
-0.96,-0.64,0.0462874,0.0459444
-0.96,-0.63,0.047283,0.0469316
-0.96,-0.62,0.048263,0.0479033
-0.96,-0.61,0.0492274,0.0488594
