x,y,Analytical solution,Numerical solution
-0.512195,-0.560976,0.50552,0.501113
-0.512195,-0.512195,0.544137,0.539347
-0.512195,-0.463415,0.579242,0.574071
-0.512195,-0.414634,0.610837,0.605344
-0.512195,-0.365854,0.638922,0.633107
-0.512195,-0.317073,0.663496,0.657428
-0.512195,-0.268293,0.684559,0.678238
-0.512195,-0.219512,0.702112,0.695611
-0.512195,-0.170732,0.716154,0.709474
-0.512195,-0.121951,0.726686,0.719905
-0.512195,-0.0731708,0.733707,0.726825
-0.512195,-0.0243903,0.737217,0.730316
-0.512195,0.0243902,0.737217,0.730295
-0.512195,0.0731707,0.733707,0.726845
-0.512195,0.121951,0.726686,0.719885
-0.512195,0.170732,0.716154,0.709494
-0.512195,0.219512,0.702112,0.695592
-0.512195,0.268293,0.684559,0.678256
-0.512195,0.317073,0.663496,0.65741
-0.512195,0.365854,0.638922,0.633124
-0.512195,0.414634,0.610837,0.605328
-0.512195,0.463415,0.579242,0.574086
-0.512195,0.512195,0.544137,0.539333
-0.512195,0.560976,0.505521,0.501126
-0.512195,0.609756,0.463394,0.459408
-0.512195,0.658537,0.417757,0.414227
-0.512195,0.707317,0.368609,0.365535
-0.512195,0.756098,0.31595,0.313368
-0.512195,0.804878,0.259781,0.257691
-0.512195,0.853658,0.200102,0.198528
-0.512195,0.902439,0.136912,0.135854
-0.512195,0.951219,0.0702113,0.0696825
-0.463415,-0.951219,0.0747409,0.0741717
-0.463415,-0.902439,0.145745,0.144606
-0.463415,-0.853659,0.213012,0.211317
-0.463415,-0.804878,0.276541,0.274291
-0.463415,-0.756098,0.336334,0.333554
-0.463415,-0.707317,0.39239,0.389081
-0.463415,-0.658537,0.444708,0.440909
-0.463415,-0.609756,0.49329,0.488999
-0.463415,-0.560976,0.538135,0.533404
-0.463415,-0.512195,0.579242,0.574071
-0.463415,-0.463415,0.616613,0.611061
-0.463415,-0.414634,0.650246,0.644315
-0.463415,-0.365854,0.680142,0.673901
-0.463415,-0.317073,0.706302,0.69975
-0.463415,-0.268293,0.728724,0.721939
-0.463415,-0.219512,0.747409,0.74039
-0.463415,-0.170732,0.762357,0.755187
-0.463415,-0.121951,0.773569,0.766247
-0.463415,-0.0731708,0.781043,0.773656
-0.463415,-0.0243903,0.78478,0.777327
-0.463415,0.0243902,0.78478,0.777349
-0.463415,0.0731707,0.781043,0.773634
-0.463415,0.121951,0.773569,0.766269
-0.463415,0.170732,0.762357,0.755166
-0.463415,0.219512,0.747409,0.740411
-0.463415,0.268293,0.728724,0.721919
-0.463415,0.317073,0.706302,0.699769
-0.463415,0.365854,0.680142,0.673883
-0.463415,0.414634,0.650246,0.644332
-0.463415,0.463415,0.616613,0.611045
-0.463415,0.512195,0.579242,0.574086
-0.463415,0.560976,0.538135,0.53339
-0.463415,0.609756,0.49329,0.489012
-0.463415,0.658537,0.444709,0.440897
-0.463415,0.707317,0.39239,0.38909
-0.463415,0.756098,0.336334,0.333546
-0.463415,0.804878,0.276541,0.274298
-0.463415,0.853658,0.213012,0.211312
-0.463415,0.902439,0.145745,0.14461
-0.463415,0.951219,0.074741,0.07417
-0.414634,-0.951219,0.0788177,0.0782095
-0.414634,-0.902439,0.153695,0.152485
-0.414634,-0.853659,0.22463,0.22282
-0.414634,-0.804878,0.291625,0.289235
-0.414634,-0.756098,0.35468,0.35171
-0.414634,-0.707317,0.413793,0.410278
-0.414634,-0.658537,0.468965,0.464905
-0.414634,-0.609756,0.520197,0.515639
-0.414634,-0.560976,0.567487,0.562433
-0.414634,-0.512195,0.610837,0.605344
-0.414634,-0.463415,0.650246,0.644315
-0.414634,-0.414634,0.685714,0.679414
-0.414634,-0.365854,0.717241,0.710573
-0.414634,-0.317073,0.744827,0.737868
-0.414634,-0.268293,0.768473,0.761223
-0.414634,-0.219512,0.788177,0.780722
-0.414634,-0.170732,0.803941,0.79628
-0.414634,-0.121951,0.815763,0.807987
-0.414634,-0.0731708,0.823645,0.815753
-0.414634,-0.0243903,0.827586,0.81967
-0.414634,0.0243902,0.827586,0.819647
-0.414634,0.0731707,0.823645,0.815776
-0.414634,0.121951,0.815763,0.807964
-0.414634,0.170732,0.803941,0.796302
-0.414634,0.219512,0.788177,0.7807
-0.414634,0.268293,0.768473,0.761244
-0.414634,0.317073,0.744827,0.737848
